label, post_text
body_positive,I JUST NEED YOU TO TELL ME THAT IT SUCKS.  I spent FIVE hours in the dentist chair yesterday.  On my way home I was hungry  thirsty  and most of all -- CRANKY.  I walked in my house  dramatically flinging the door open for effect and -- BAM!  I smacked right into it.  Something was blocking the door so I couldn t fully open it. One of my biggest pet peeves.  UGH.  The story I told myself was Casey Sasek didn t care about me enough to make sure nothing was blocking the door when I got home  and worse -- he probably KNEW it was blocking the door and *really* didn t care.  I mean -- he KNEW I was on my way home.  It s clearly HIS fault I m so cranky.  I was ready to start a fight.  Then I stopped  took a deep breath  and asked myself:  Is this true or is it a story I m telling myself?  Do I really want to start a fight?  What s going on? What do I need right now?  It hit me.  All I needed was for him to recognize my crankiness and validate me.  Of course I m cranky. I spent five hours at the dentist. That sucks. Anyone would be cranky.  I walked into the room and pouted:  “I m hungry + thirsty + tired + cranky + I just spent 5 hours in the dentist chair and I just need you to tell me...THAT IT SUCKS.   He got up  walked over  wrapped his arms tightly around me and said   “I m sorry  babe. That DOES suck. It sounds awful.   Instantly my whole body relaxed.  That was all I needed (plus some coffee and food!)  Later I wondered -- how different could things be if we actually ASKED for what we need?  Instead of blowing it up  starting a fight  lashing out  making our problem their problem.  What if we just asked for what we need in the moment?  I need attention. I need validation. I need you to tell me that it s going to be OK. I need you to tell me that I m going to be OK. I need you to be angry at what I m angry at. I need you to see me. I need you to hear me. I need you to love me.  Yes  this is easier said than done.  And I don t always know what I need in the moment  and that s OK.  But I ve found it gets better with practice.  When I m able to stop  get silent  and tune in -- allowing myself to be vulnerable enough to ask for what I need -- it s always a game-changer. : Beaux Arts Photographie
body_positive,BRAND-NEW FREE COURSE  Starting new diets… Trying new programs…  Can’t nutrition and exercise just be easier?  The answer is YES  and we’re ready to show you how.  No matter what your fitness goals are -- we guarantee GGS has helped someone just like you achieve life-changing success.  It’s time to get the best results of your life --without feeling deprived of the foods you love --or exhausting yourself with exercise.  Our Girls Gone Strong Framework has helped hundreds of thousands of women all over the world get lasting results they never dreamed possible.   Now we re sharing our secrets with you.  Sign up for our FREE 5-day course  How to Step Off the Diet & Exercise Roller Coaster for Good  here!
body_positive,[Food Is Not A Reward. Fitness Is Not Punishment.]  “I worked out really hard today  I deserve this.”  “I ate too much this weekend  so I have to work it off this week with extra cardio.”  “I’ve been really good on my diet  so I earned this treat.”  Let’s face it.  At some point or another  most of us have rewarded ourselves with food for “being good” by sticking to our nutrition plan and have punished ourselves with exercise for “being bad” by overindulging in delicious food and drink.  In this article  GGS Cofounder Neghar Fonooni helps put a stop to the struggle of using food as a reward and fitness as a punishment.
body_positive,Check out Girl Gone Strong Keri Burns attempt a 65 lb. Barbell Turkish Get Up! (We love her celebration at the end!)  To learn more about Keri  check out her spotlight here: ===> http://bit.ly/MeetKeriBurns
body_positive,[Should I Wear A Waist Trainer In The Gym?]  Waist trainers are growing in popularity and more women than ever are  waist training  in an attempt to shrink and shape their midsection.  The problem?  Waist trainers themselves don t actually do anything to help you lose fat around your midsection (besides making eating uncomfortable)  and your ribcage and organs have to go somewhere.  Click here to learn more about the potential dangers of waist training. Thanks to Ann Wendel of Prana Physical Therapy for shedding some light on this topic!
body_positive,[The Deadlift: The Most Powerful Weapon In Your Lifting Arsenal]  Click here to see:  - our 5 favorite variations - who should do them  - how to perform them correctly  [H/T to Jen Sinkler of Thrive as the Fittest for the pic]
body_positive,[When More Cardio Is Not The Answer]   The answer is not more cardio.   I should do more cardio.  This is one of the most common phrases we hear when women talk about wanting to change their body composition (read: lose body fat).  The problem with adding more and more cardio is that it has a point of diminishing returns. Adding cardio is usually an attempt to throw a band-aid on the real issues you might be having trouble with.  - Jen Comas  So if  more cardio  isn t the answer  what is?  Find out from Get Results Head Coach Jen Comas here.
body_positive,ATTN: GGS Community!!  This is our social media manager Steph Ondrusek of Strong by Steph.  Steph is a personal trainer and body image coach  and has been in charge of Girls Gone Strong s social media (including overseeing our three Facebook groups) for nearly two years now.  And next week is her last week with the GGS team.  Steph gives her whole heart and soul to her work and has been a HUGE part of cultivating a helpful  thoughtful  kind  inclusive online environment where everyone feels welcome.  Please join me in giving Steph a HUGE thanks for all of her hard work.  Thank you thank you thank you Steph!  We appreciate you!  xoxo   Molly
body_positive,[10 Ways To Train Your Core Without Crunches]  As the saying goes  “abs are built in the kitchen.” Still  it’s good to have a solid repertoire of core exercises to help you get stronger and reinforce your nutritional efforts.  While many people associate the “burn” from crunches as an effective way to train the abs and burn fat in the midsection  high volume  repetitive flexion (like doing loads of crunches) could have a negative effect on your spine and discs.  To reduce risk of injury  many coaches and trainers implement other methods to train strength  stability  and overall performance through the core.  You won’t find a SINGLE crunch on this list!  How many have you tried?
body_positive,[The Transformative Power of Boxing for Women]  Boxing and martial arts have exploded onto the fitness scene in recent years.  If you ve been looking to get into boxing  let Steph Iron Lioness of Iron Lion Training be the first to tell you: the results are SO much more than just physical.   Boxing is a sport that allows for whole health  as it allows you to wonderfully weave body  mind  and soul  and when those things are working together  you reclaim how powerful you are.   Looking to reclaim your power  transform your mind  and step into more confidence? Boxing may be exactly what you re looking for! Learn more here.
body_positive,[Your Purpose in Life is Not Fat Loss]  Many of us have a goal of losing weight in order to look better  feel better  or move better.  It s easy to put EVERYTHING ELSE on hold until we  get there   right?   When I lose weight  I ll be happier.   When I lose weight  I ll wear that style.   When I lose weight  I ll start putting myself out there.   It s easy for fat loss to become not just a goal  but a lifestyle.  GGS Cofounder and Head Coach Jen Comas has been there  and she has some revelations to share about it. Read more here!
body_positive,[High Risk and Low Reward Exercises: Are They Worth It?]  Dr. Laura Miranda is a doctor of physical therapy practicing sports performance orthopedics and a lifelong athlete and strength coach with nearly 2 decades of experience.  In this article  she shares what she has to say about the balance between staying safe and seeing results.
body_positive,[Lack of Sleep and Hormone Havoc]  Lack of sleep causes hormone havoc  and hormone havoc leads to more sleep issues. So how can you stop this vicious cycle and start sleeping better NOW?  Dr. Brooke of Better By Dr Brooke has some SIMPLE answers for you.
body_positive,Holy cow!  #flashbackfriday to the time GGS Cofounder Neghar Fonooni performed a bent press with 32kg!  Want to learn more about this power move?  Check out our tutorial here:  ==> http://bit.ly/GGSBentPress
body_positive,[Exercise Spotlight: Inverted Row]  Want an exercise that increases upper body strength  challenges core stability  can be modified on the fly  and is fantastic for all ability levels?  Look no further than the inverted row!  Everything you need to know about it here.
body_positive,[How To Train If You re Dealing With Stress  Cortisol  or Adrenal Issues]  If you have cortisol or adrenal issues or you’re super stressed out  chances are your workouts and your results have been lackluster (if you’re able to make it to the gym at all!).  Sound like you? This article from Dr. Brooke of Better By Dr Brooke helps you learn how to modify your training to work with your hormones  instead of against them.
body_positive,No gym? No problem!  Check out the Band Deadlift  another awesome  lifting without a gym  gem from GGS owner  Molly Galbraith!  This band tension adds up QUICKLY  and these get hard. As the video shows  you step on one end of the band  making sure to give yourself some slack between your feet  and you wrap the other end of the band around your neck.   (There are two options for your arms  the second being the more  secure  option  but choose whichever is more comfortable)   You can play around with your foot position  but you ll likely need to be about shoulder-width apart or wider for your comfort  then you ll hinge back into your hips  and grab the band between your feet.  From there  you perform a regular Deadlift motion... - keeping your core nice and stiff -  bringing your hips  hard to stand up - maintaining a nice  neutral spine - keeping tension on your lats - squeezing your glutes at the top    ...then reversing the motion to get back into the start position.  Have you ever tried this variation? Did you like it?
body_positive,[4 Core Exercises You Haven’t Tried]  Getting hung up on six pack abs? Meghan Callaway will tell you: there’s a lot more to the core (and proper core training) than most people realize.  So just how do you work your core safely and effectively?  Check out these amazing core exercises you’ve never tried to find out.
body_positive,[How Women Can Master One-Arm Push-Ups]  “Girl Push-ups” … is a phrase that gets us hot under the collar. Because pushups are for everyone  including ONE-ARM pushups!  While traditional pushups can be a challenge for some women  with enough consistent progress  you can nail them.  And just like any other skill  you can build your way up to performing one-arm pushups!  In this article  Master StrongFirst Instructor Coach Karen Smith walks you through how to progress yourself step by step to a single-arm pushup.  Check it out here.
body_positive,[How To Eat If You Have PCOS]  PCOS (Polycystic Ovary Syndrome) is one of the most common—and most misunderstood—hormonal conditions in the Western world.  Symptoms of PCOS may include acne  unwanted hair growth  ovarian cysts  fatigue  weight gain and trouble ovulating. Some women have all of these symptoms  while others have only a few.  There is no one-size-fits-all when it comes to PCOS symptoms  so why should nutrition for a woman with PCOS be approached that way?  In this article  Dr. Brooke Kalanick Larson of Better By Dr Brooke shares how to modify nutrition based on your PCOS condition.
body_positive,[How To Train If You Have Hypothyroidism or PCOS]  If you have Hashimoto’s or thyroid trouble  chances are one or more of the following scenarios sound familiar when it comes to your workouts:  You can’t muster the energy to train at all.  You can train for a few days  only to hit a wall and need several days to recover.   You train regularly  but you’re getting absolutely nowhere with your goals.  If this sounds like you  read on to learn how to modify your training to work with your hormones  instead of against them.  In this article  Dr. Brooke of Better By Dr Brooke shares more about the effect of training on the body when hormone issues are present  as well as ways you can modify your training routine to get the best results.
body_positive,[How Over-Exercising Can Wreck Your Progress]   Despite not seeing the results I wanted  I had become quite obsessed about my workouts. If I had to skip a session due to an illness or some other obligation  I was instantly riddled with feelings of guilt. I was exhausted  both physically and mentally.  - Jen Comas  Does this sound familiar?  GGS Cofounder Jen Comas has been there  and she has some lessons to share. Learn how she STOPPED exercising so much and started seeing the progress she d been working for!
body_positive,Check out this Tripod Get Up variation from Girl Gone Strong Abby Corriveau!   For more information about how to add natural movement to your fitness routine  check out this article: ===> http://bit.ly/TheOneThingYourGymWorkoutIsMissing
body_positive,[Valuing Ourselves Beyond the Physical Aspect]  When our female friends are feeling insecure  we are often quick to reassure them with statements like “You’re so beautiful ” or “You look hot.”  In our culture  being hot is often considered the ultimate compliment  so it makes sense to pay these kinds of compliments! But  could you actually be doing more harm than good?  Body image expert Jessi Kneeland discusses how complimenting and praising a woman’s appearance in today’s social atmosphere actually does her — and all women everywhere — a disservice. She also provides suggestions for other ways to boost the self-esteem and confidence of women.  Check out her insights here!
body_positive,[Lifting Cultural Expectations]   At the gym or in any strength class I take  I am also one of the only Asians. I constantly ask why — what is it about some cultural upbringings that inhibit its women from daring to lift?  My parents are Chinese immigrants. I’ve grown up with an old world Chinese expectation to laugh quietly (which I don’t)  to be slim  petite and willowy (which I am not)  and to be extraordinarily respectful to authority (which I likely do too much). I shouldn’t be lifting weights  and yet I do. Lifting heavy weights fuels me with confidence  and I embrace the fact that I am not an expected quiet little Asian woman.  In this article  I’ve interviewed four women who defy their heritage stereotypes and embrace lifting weights. What has their journey been?  - Tina Tang  Tina Tang  trainer and founder of Iron Strong Jewelry by Tina Tang  conducts interviews with four POWERFUL women who defy their heritage stereotypes and embrace lifting weights.  You don t want to miss this! Read more here.
body_positive,[Adaptation  Not Exhaustion]   ...[the] purpose of strength training is to cause positive adaptations within your body to help you gain muscle mass  get stronger  increase your bone density  improve your body composition  improve your hormone levels  improve your posture  and much more.  And you want to know a secret?  You don’t have to exhaust yourself to get this effect.  In fact  I would argue that exhausting yourself too much too often will hinder your progress toward the positive adaptations listed above.   Learn more from GGS Owner Molly Galbraith here!
body_positive,[What Does  Lifting Heavy  Actually Mean?]  It’s been amazing to watch more and more women gain an interest in strength training in recent years! Strength training is one of our favorite things  and we re thrilled to see so many women coming on board.  Women of all ages are discovering the true benefits of strength  and it’s beautiful! Strength looks different on everyone  and can even mean something different for different bodies and different goals.  No matter the goal  strength is gained through moving against resistance in some way (your own body weight counts).  And  the resistance must be “heavy” enough to sufficiently challenge the body to elicit any change in strength  performance  body composition or aesthetics.  But how do you determine what constitutes “heavy”? That answer can be very different  depending on who you ask  and Get Results Expert IronValkyrie Ingrid Marcum shares more here.
body_positive,[Letting Go Of These Two Words Will Make You Feel Powerful]  Want to live a more empowered  fulfilling life?  GGS Cofounder Neghar Fonooni shares two words you need to drop from your vocabulary in order to do so.
body_positive,[6 Surprising Ways Improving Your Thoracic Spine & Shoulder Mobility Can Help You Reach Your Goals]  Have you ever been interested in any of the following? Finding relief from low back pain  neck pain  or headaches. Learning to do your first pull-up (or getting better at pull-ups in general).  Learning how to do kettlebell movements like the Turkish get-up or snatch.  Improving barbell movements like squats and overhead presses.  If so  check out this article from Jenna Jozefowski (It s Jenna J!) to learn how all of this can be achieved by improving your thoracic spine and shoulder mobility  as well as some exercises to add to your routine to help get you there!
body_positive,[My Journey From Figure to Powerlifting]  “I’d walked into the theater that morning with a clear vision of my competitive future. I didn’t want one  but was afraid to admit that this wasn’t right for me. “ -- Kellie Hart  When figure competitor Kellie Hart Davis of Fit Thrive needed to find another way to fuel her inner athlete  she turned from the world of figure competition to powerlifting and discovered just what she was made of along the way.  Find out what else she learned about the amazing world of powerlifting competition along the way in this inspiring article.
body_positive,[How to Get Back in the Gym After a Long Hiatus]   You’re going to the gym and working hard on your fitness. You’ve got your workout schedule thoroughly organized  you’re in a good groove and feeling great when all of a sudden  something comes up and causes you to start missing workout sessions.  Maybe it’s a vacation  holiday  illness  injury  work deadline  or simply a busier-than-usual schedule. Time starts to fly by and before you know it  a week  a month  or a few years slip by without getting back into the gym.  It’s happened to most of us  including myself  on several different occasions. Real life has an uncanny way of surprising us and derailing our carefully thought out plans.  It’s completely normal for your training consistency to ebb and flow throughout the course of your life. The most important thing is that you get started again so that you can feel your very best.  - Jen Comas  Sound like you? We ve all been there!  Jen Comas is here to tell you how to get back in the gym after some time off. Read more below!
body_positive,[Exercise Spotlight: Kettlebell Swing]  Kettlebell Swings are one of THE best exercises to help you get stronger  more explosive  and burn a TON of calories in a short amount of time (not to mention they help you build a beautiful booty!).  Unfortunately  most people aren t doing them correctly.  In this article  Master StrongFirst Instructor Coach Karen Smith walks you through exactly how to do them (step-by-step!).
body_positive,[Why Motivation Is Overrated]  Feeling unmotivated to train hard or eat well?  Many of us overlook the fact that motivation is an emotion. Like all emotions  it ebbs and flows  so you can t rely on motivation alone to help you reach your goals.  But that doesn t mean your goals have to suffer! Read here to find out why motivation is overrated  and what you can do about it.
body_positive,[5 Tips for a Better Kettlebell Swing]  Kettlebell swings build powerful hips and glutes  improve your awareness in all of your other lifts  and can be used as a tool to improve your conditioning  FAST.  Even if you think you’ve got the motion down  there are still some pointers that will help you take your swing form to the next level (or help your clients improve their form!).  To learn more (and make sure you re executing them with proper form)  check out this article from GGS Cofounder Neghar Fonooni.
body_positive,[Why Are My Hamstrings Always Tight?]   My hamstrings are always so tight. I stretch them every day  but I don’t seem to be making any progress. They seem to be much tighter since I had my first baby last year. Sometimes I even get pain that feels like a pulled muscle. What do you think I should do?   Sound familiar?  Physical Therapist Ann Wendel of Prana Physical Therapy is here to help answer that question and gives you some options to do something about it in this article!
body_positive,[Should You Compliment Others on Weight Loss?]  If you’re currently thinking  “But… acknowledging someone’s weight loss is a compliment! It’s being nice!” GGS Cofounder and Head Coach Jen Comas understands why you might think so.  Weight loss is often the default compliment — especially among women — and for years she complimented people on weight loss with the best of intentions.  Now she realizes there were a lot of things she overlooked.  In this article  Jen shares reasons why complimenting someone s weight loss can be inappropriate or even hurtful to mention.  She gives you some things to consider prior to bringing up something as personal as the appearance — or changed appearance — of someone’s body  as well as what you can do instead. Read more here!
body_positive,[Taking Care of Your Mental Health in the Fitness Space]   When you’re living in a world that thrives on the concept of insufficiency it can be difficult to keep a healthy perspective on diet and exercise. It’s not hard to see how disordered eating and mental health struggles can be associated with the fitness industry because of this.  Most of the articles in the top-selling fitness magazines play up insecurities  encouraging us to jump on every latest trend to change all the things we dislike about ourselves.  It’s all about how much we can take away from our body  and how tracking everything we eat and do is necessary for any kind of noticeable progress. Physical activity becomes another gateway to feed disordered eating habits.  - Christine Beauchamp  MANY of us associate morality with our diet and exercise: we re  good  when we re on plan and  ba   when we stray from it  and we re constantly playing ping pong between these two extremes. This can be incredibly harmful to our mental state.  Christine Beauchamp lets you know that if you re having a tough time in the fitness industry (whether you re a fitness professional or an enthusiast)  you re NOT alone.  She discusses how this can show up in our fitness pursuits  and offers solutions for protecting our mental health  in the face of the unattainable  perfection  society pushes on us.  Read more here!
body_positive,[3 Myths About C-Sections That Are Hurting Moms]  C-section births are extremely common in many developed countries. In fact  in 2015  32 percent of babies in the United States were born via Cesarean delivery. This accounts for well over a million births.  What is astounding about this fact is that  in the majority of cases  moms are only given minimal information about the procedure or how to recover optimally from it.  Jessie Mundell busts three myths about C-sections that can potentially cause harm to moms.
body_positive,[What Should Women Eat to Build Muscle?]  Gaining muscle is NOT easy. It take hard strength training and smart nutrition.  If gaining muscle is one of your goals heading into the new year  this article is a must-read from Dr. Cassandra Forsythe York  RD.  In the article she covers: rotein requirements  carb requirements calorie needs  minimizing fat gain  supplementation   much more!
body_positive,[Hashimoto s and Diet]  If you are (or you coach!) one of the millions of women who has been diagnosed with Hashimoto s  what you eat can have a huge effect on your health  energy levels  and physique.  Today Hashimoto s expert Dr. Brooke of Better By Dr Brooke tells us exactly which foods should probably be avoided (and which ones you shouldn t worry about) here.
body_positive,[Growth vs. Fixed: How the Right Mindset can Take You Further]  “I’m so nervous! I’ve never been  but I can’t wait to learn!” “I can’t ever get it right.”  Which sounds like you more often?  The language we use is POWERFUL.  Read on as Girls Gone Strong Cofounder and Get Results Head Coach Jen Comas outlines the difference between a growth and a fixed mindset and provides 3 ways to cultivate a growth mindset.
body_positive,[7 Low-Back-Friendly Glute Exercises]  We talk a LOT about glute exercises  and we all know the juiciest peaches come from activating your glutes and training them hard. But what can you do if the usual moves cause pain in your lower back?  Physical therapist Dr. Laura Miranda has the exercises for you in this article!  Learn how to get proper glute activation out of your exercise routine without jeopardizing your lower back with these 7 lower back-friendly exercises.
body_positive,[Ramp Up Your Workouts With Rowing]   Regardless of your age  fitness level  the intensity of workout you want  or your fitness goals  the rowing machine can help you get there.  - Sarah Fuhrmann  If you re looking add a new element to your workouts  you re going to love this article from Sarah Fuhrmann of UCanRow2!  Click here to read more.
body_positive,[7 Food Epiphanies That Set Me Free]  “Eating feels more effortless than it ever has.  No more cheat days. No more stressing about what I  can  and  can’t  have. No more turning down a nice dinner because it s a Tuesday.  This is a kind of freedom I wasn’t sure I would ever have  and I’m incredibly passionate about helping other women find the same freedom.” - Molly Galbraith  Are you looking to experience this same level of food freedom? Learn more about how Molly Galbraith has navigated her relationship with food here.
clean_eating,[Why is Everything Such a Shameful Secret?]   When the occasional (poorly informed) person tries to tell me that sexism doesn’t exist anymore  I sometimes ask in response:  So you think women can talk just as freely about bodily functions as men?  Typically  the response I get is an eye roll — because really  has feminism come down to women wanting equal rights at potty humor now?  Well… kind of.  It’s not just potty humor  though. The thing about sexism is that it’s sneaky — it shows up in ways that can be very difficult to see unless you’re looking for them  because that’s the nature of shame. We all work really hard to hide things that are shameful  and when it comes to being female  damn near everything is shameful.  - Jessi Kneeland  In this article  body image coach Jessi Kneeland shows us the shame we experience as women (and once you see it  you can t un-see it) AND what we can do about it in our daily lives.
clean_eating,[BRAGG: 5 Tips for a Deadlift to Brag About]  Want the secret to a great barbell deadlift?  BRAGG is a great acronym for remembering all of the elements that go into an ideal barbell deadlift setup. With these five concepts  you can perform a safer deadlift and fully tap your strength potential while reducing your risk of injury.  Coach Karen Smith gives you five tips for a deadlift to BRAGG about in this video. To read more about them  check out her article here!
clean_eating,[Why You Should Try Bottoms-Up Kettlebell Training]  The bottoms-up position refers to a kettlebell held vertically by the handle with the bottom of the kettlebell facing up and the handle on the bottom — hence the name “bottoms-up.”  It might elicit some funny looks from across the gym floor  but the bottoms-up position packs a serious punch.  Click here to check out this article from Haley Shevener to learn 6 benefits of bottoms-up kettlebell training  when you (or your clients!) should use this technique  and more.
clean_eating,Not a bad way to start the weekend.... holy cow!  To learn more about Brittany  check out her spotlight here ===> http://bit.ly/BrittanyPryor
clean_eating,[Secrets To Mastering the Deadlift: Part 1]  Deadlifting is one of the best exercises you do regardless of your goals: fat loss  muscle gain  strength gain  general health and wellness -- you name it  and deadlifting (safely) can help you get there.  But are you deadlifting correctly?  Are you mastering the proper variations of deadlift before trying to more difficult ones?  Find out here  in Secrets To Mastering The Deadlift  Part 1!
clean_eating,[Why Pilates and Lifting Weights Aren t Mutually Exclusive]  Nikki Naab-Levy Pilates & Fitness is a Pilates teacher who often surprises her students when she tells them that she also... lifts weights!  “ Pilates can make you stronger  so why would you want to do both?  they ask me   says Nikki.  Both Pilates and lifting weights can make you stronger  but each modality is better suited to addressing specific aspects of fitness.  Learn how each method improves muscular endurance and core strength  hypertrophy  grip strength  hip and shoulder mobility and stability  and more in order to help choose what s right for you and your fitness needs.
clean_eating,[15-Minute Full Body Kettlebell Workout]  Short on time? Looking to find an effective workout that gets you to your goals FAST?  Kettlebell workouts are super effective and versatile. In fact  there is so much you can do with just one kettlebell  that simply by having one at home you’ll increase your exercise consistency and ensure you get in workouts even when you can’t get to the gym.  Click below and Neghar Fonooni will coach you through a 15-minute full-body workout that uses just ONE kettlebell.
clean_eating,[Does Joint Hypermobility Lead To Pain?]  Do you know someone who is (or are you  yourself) “double jointed” or very flexible?  When people say that they are “double jointed ” what they re referring to is joint hypermobility  which is the ability of a joint to move beyond its normal range of motion.  It isn’t uncommon for people to have a few hypermobile joints (like fingers  elbows  and knees)  and in most people this doesn’t cause any problems. However  some hypermobile people may experience more dislocations and sprains due to looseness of the stabilizing structures such as tendons  ligaments  and the joint capsule.   Learn more about hypermobility and its potential effects on your body from Physical Therapist Ann Wendel from Prana Physical Therapy here.
clean_eating,[15-Minute (Or Less!) Bodyweight HIIT Workout]  Check out this QUICK bodyweight HIIT workout with modifications for all ability levels from Neghar Fonooni!  Start your Saturday with a bang -- in 15 minutes (or less!) at home or on the road with ZERO equipment.
clean_eating,[Improve Your Squat with These 5 Simple Mobility Drills]  Squatting is a natural movement the human body is designed to perform  but over time many of us lose our ability to perform it well often due to mobility restrictions.  Master StrongFirst Instructor Coach Karen Smith gives 5 awesome mobility drills (that you may not have tried before!) to help you improve your squat technique.
clean_eating,[How to Talk to Our Children About Body Diversity]   Whether you’re a parent or not  there’s a good chance that  if you have children in your life  whether a sibling  niece or nephew  of children of friends  you’ve likely had the  pleasure  to live a moment where a child opens their mouth to make what can be perceived as a mortifying comment about someone’s body — or even about yours!  It’s tricky isn’t it? How do we teach our children that commenting on other people’s bodies is inappropriate  without intimating that bodies are shameful or not to be talked about?  - Fabi Marier  Click to read more as Wholly Fabi unpacks ways in which we can teach our children to create a more compassionate world.
clean_eating,[4 Ways to Stop Feeling Jealous of Other Women]   Women are taught that we are in competition against each other. For significant others  for the perfect body  for being the best Mother  and on and on. Rarely does this elective competition actually serve us. When it comes to having what you want in life  there is room for all of us.  - Erin Brown  Click below to learn more about how Erin Brown navigates jealousy to transform it into a useful experience.
clean_eating,[4 Kettlebell Deadlift Variations You Should Be Doing]  Do you want to...   get stronger?   gain muscle?   improve your athletic performance?   help reduce your risk of injury?  Then look no further than a (properly performed) deadlift!  If you re new to deadlifting  kettlebells are the perfect place to start  and if you’re more advanced  there are several variations that can up the ante and keep you challenged.  Check out these 4 Kettlebell Deadlift Variations From Master StrongFirst Instructor Coach Karen Smith!
clean_eating,[Why You May Need To Rethink Your “Ideal Weight”]  What’s your “ideal weight”? How did you determine that number?  Many women have an “ideal” weight where they feel they’d be healthy or happy if they only weighed *this much.*  But where do these numbers come from? And how do you know if your “ideal weight” is actually safe  healthy  and achievable for you?  In this article  Dr. Kara Mohr of Mohr Results  Inc shares why you may need to rethink this “ideal weight.”
clean_eating,[How To Do A Push-Up]  Ready to master the push-up?  In this article  Master StrongFirst Instructor and Bodyweight Training Expert Coach Karen Smith walks you through how to nail your first push-up and how to progress your push-ups with fun variations.
clean_eating,[Why Some People Must Squat Differently]   Perhaps you’ve used a pre-written  generalized program before and felt that a few of the exercises didn’t feel quite right for you  even if you’re sure you were following all the cues and performing the exercises with the  right  technique.  You may have felt that way for a number of reasons  and that’s because we are all different!  - Elsbeth Vaino  Elsbeth Vaino of Custom Strength helps answer a question many of us have asked: why do some people squat differently from others? Read more below.
clean_eating,Do you (or your clients) struggle to do pushups with proper form?  Add some assistance!  Band-assisted pushups are a great variation  because they give you more help at the bottom (where most people need it) and a bit less help at the top. They are also a nice change of pace from incline pushups!  Use a thinner band if you need less assistance  and a thicker band if you need more assistance.
clean_eating,The fun thing about Medicine Ball Slams is that there are multiple variations and ways to perform them.  That said  there are a few common form cues (and form no-no s) to keep in mind!   ====> DO <====  - Push your hips back and bend your knees to get down to the ball - Only raise the ball above your head as far as you can maintain a tight core - Slam the ball down as hard as you can  using your entire body - Throw the ball down right between your feet - Try to maintain a stiff core and neutral lumbar spine throughout the movement   ====> DO NOT <====  - Round your lower back to pick up the ball - Raise your arms overhead by hyperextending your spine  - Only use your arms to throw the ball down - Don t fling the ball down by hyperextending and then rounding your spine
clean_eating,►Join our FREE Facebook Community:   ►Subscribe to our FREE Newsletter  today: http://bit.ly/FREEebooksGGS  ►Instagram: http://instagram.com/thegirlsgonestrong — with Jen Comas and Molly Galbraith.
clean_eating,[Core Training With Kettlebells]  Tired of your regular core routine and looking to mix it up?  Coach Karen Smith shares 5 of her favorite kettlebell skills for core strength here! Click below to learn more.
clean_eating,You know when you wake up in the morning and as SOON as your feet hit the floor  you can FEEL your workout from the day before? Umm...yeah. That s what Single Leg Deadlifts will do for you!  Your glutes and hammies will LIGHT UP if you do these correctly. Check out exactly how to do it here ====> http://bit.ly/GGSSLDL   Thanks to Senior StrongFirst Instructor Betsy Collie of Rapid Results Fitness for the video!
clean_eating,[Making Sense of Science: The Truth About Carbs]   If you are afraid of carbs  who could blame you? The food industry both glorifies and demonizes carbohydrates.  The weight loss industry has been a driving force against carbohydrates since the early 90s  when the Atkins Diet emerged.  Taking a brief walk through fitness/dieting history  you will see that fat was once the root of all food evil  and sugar was either no problem or was actually presented as a health food!  - Dr. Krista Rompolski  In this article  Dr. Krista Rompolski helps to explain how carbs got such a bad rap  why we seem to crave them  and what it means for you. Read more here!
clean_eating,[The Importance of Community in Fitness]  While your fitness pursuits can certainly be a solo affair  there’s one aspect that can be a determining factor when it comes to the consistency with which you move your body  and the longevity of your endeavors: finding a sense of community.  But what does community look like? How is is created? How is it fostered?  Coach and GGS Managing Editor Fabi Marier of Wholly Fabi interviewed four coaches to share their powerful experiences: Polly Hawver of Big Fun Fitness  Rachel Black-Graves of Bloomfield Fit Body Boot Camp  Melanie Stride of Stride Active  and Kara Stewart-Agostino of KSA Personal Training.  Learn how they ve created thriving  positive  powerful communities in this article!
clean_eating,[What To Do When You Feel Like Your Body Has Betrayed You]  Whether it s chronic pain  illness  weight gain  a miscarriage  or an injury  almost all of us will feel betrayed by our bodies at some point.  It s important for you to know that you re not alone  and there are steps you can take to heal your relationship with your body.  In this article  Marianne Kane of MyomyFitness - Myomytv shares her personal struggles with body betrayal and how she was able to overcome them.
clean_eating,[My Switch to Strength: The Tale of a Former Cardio Queen]  In her former life  self-proclaimed Cardio Queen and Group Fitness Lover Jen Comas was doing 5+ hours a day of cardio  every single day (!!).  See what happened when she made the switch to strength training.
clean_eating,[Returning To Exercise After C-Section]   Don t lift anything  drive  or exercise for 6 weeks  and you ll be fine.   ^^^ This old-school advice regarding  recovering  from a C-section just isn t going to cut it anymore.  Just because C-sections are common  doesn t mean that they aren t a major abdominal surgery  and it doesn t mean they don t require some special attention and exercises to ensure proper healing. If you had knee surgery  you d do physical therapy before returning to exercise  right?  Read on to learn exactly what pre and postnatal expert Jessie Mundell says you should do after a C-section in order to return to exercise safely.
clean_eating,[4 Keys to Fat Loss Beyond  Eat Less and Move More ]  When it comes to sustainable fat loss  sometimes  eat less and move more  just doesn t cut it.  In this article  GGS Head Coach Jen Comas discusses 4 keys to fat loss you may be overlooking.  Click here to learn more!
