category,by,post_id,post_link,post_message
fitness,fitness,17110490676_10156422000325677,https://www.facebook.com/17110490676/posts/10156422000325677/, For years I ve been told it s not pretty to be different. It s hard to stand out  it s hard to speak up...But it s worth it in the end. 
fitness,fitness,17110490676_10156420972770677,https://www.facebook.com/17110490676/posts/10156420972770677/,Take a dip. 🛀
fitness,fitness,17110490676_10156419475620677,https://www.facebook.com/17110490676/posts/10156419475620677/,A photo from the model s second wedding album had fans on bump watch.
fitness,fitness,17110490676_10156418837505677,https://www.facebook.com/17110490676/posts/10156418837505677/,Here s what you need to know about the trendy powder people are adding to their coffee and smoothies. Are you missing out on some serious benefits?
fitness,fitness,17110490676_10156414260675677,https://www.facebook.com/17110490676/posts/10156414260675677/,Are you an aquaholic? Here s how you know that you ve gone past your limit.
fitness,fitness,17110490676_10156413432365677,https://www.facebook.com/17110490676/posts/10156413432365677/,Something we all could use this summer.
fitness,fitness,17110490676_10156408424195677,https://www.facebook.com/17110490676/posts/10156408424195677/,Do waist trainers make you lose weight? Celebs and real women say it works  but the experts are giving it the side eye. Find out whether cinching your waist really can shrink your stomach  or if it s just another miracle juice cleanse.
fitness,fitness,17110490676_10156406403100677,https://www.facebook.com/17110490676/posts/10156406403100677/,Skip the cringe-worthy drug store trip and instead look forward to a discrete  eco-shipped package on your doorstep within days.
fitness,fitness,17110490676_10156386468470677,https://www.facebook.com/17110490676/posts/10156386468470677/,Everything you need to know about armpit detoxes so you can find the right natural deodorant for you.
fitness,fitness,17110490676_10156372131980677,https://www.facebook.com/17110490676/posts/10156372131980677/,It s in everything from almond milk to baby formula  but has been linked to serious inflammation and colon cancer. Here s what experts have to say.
fitness,fitness,17110490676_10156363463645677,https://www.facebook.com/17110490676/posts/10156363463645677/,If your bladder is a road trip s worst enemy  we ve got you.
fitness,fitness,17110490676_10156335411025677,https://www.facebook.com/17110490676/posts/10156335411025677/,Even though you ve been showering for years  you could still be making these mistakes that have a negative effect on your skin.
fitness,fitness,17110490676_10156315660815677,https://www.facebook.com/17110490676/posts/10156315660815677/,Hydrotherapy is said to soothe sore muscles  but too-cold temps may compromise muscle strength and active recovery
fitness,fitness,17110490676_10156423011825677,https://www.facebook.com/17110490676/posts/10156423011825677/,Shower oils are so much better than your average body wash.
fitness,fitness,17110490676_10156419173375677,https://www.facebook.com/17110490676/posts/10156419173375677/,Whether you re Paleo or vegan  here s what RDs say is your best bet at everyone s favorite fast-casual Mexican spot.
fitness,fitness,17110490676_10156417161575677,https://www.facebook.com/17110490676/posts/10156417161575677/,It might be time to get a little kinky.
fitness,fitness,17110490676_10156411474825677,https://www.facebook.com/17110490676/posts/10156411474825677/,If you re wondering if oat milk is safe to eat if you have a gluten allergy or if it s higher in carbs than other dairy-free milks  here s the answers  plus everything you need to know about that and how to use oat milk in your coffee and cooking.
fitness,fitness,17110490676_10156406712665677,https://www.facebook.com/17110490676/posts/10156406712665677/, Breathe through it. Laugh if you need to. And remember that you are NOT defined by the things you can or cannot do. 
fitness,fitness,17110490676_10156405232520677,https://www.facebook.com/17110490676/posts/10156405232520677/,Ask yourself these five questions.
fitness,fitness,17110490676_10156403998035677,https://www.facebook.com/17110490676/posts/10156403998035677/,The signs and symptoms to look out for  so you know when to give up on that run in the park and opt for the treadmill instead.
fitness,fitness,17110490676_10156353656210677,https://www.facebook.com/17110490676/posts/10156353656210677/,The celeb chef shares the pasta recipe that fuels her husband Stephen Curry before a big game.
fitness,fitness,17110490676_10156342350465677,https://www.facebook.com/17110490676/posts/10156342350465677/,Buh-bye  messy bun.
fitness,fitness,17110490676_10156339439220677,https://www.facebook.com/17110490676/posts/10156339439220677/,These keto-friendly treats are super high in healthy fats—that s the point. But are they something you should be eating on the reg?
fitness,fitness,17110490676_10156324821350677,https://www.facebook.com/17110490676/posts/10156324821350677/, If you don t stand up for yourself  who s going to stand up for you? 
fitness,fitness,17110490676_10156323517690677,https://www.facebook.com/17110490676/posts/10156323517690677/,The Hills alum shared that she s  obsessed  with the BB Glo treatment.
fitness,fitness,17110490676_10156315904675677,https://www.facebook.com/17110490676/posts/10156315904675677/,These tempeh recipes will convince you to love tempeh  even if you re scared of it (or don t know how to pronounce it).
fitness,fitness,17110490676_10156312510805677,https://www.facebook.com/17110490676/posts/10156312510805677/,Adding to cart.
fitness,fitness,17110490676_10156426776190677,https://www.facebook.com/17110490676/posts/10156426776190677/,Stay safe on your next beach vacation by avoiding these five risky activities
fitness,fitness,17110490676_10156423480700677,https://www.facebook.com/17110490676/posts/10156423480700677/,Check yourself before you wreck yourself.
fitness,fitness,17110490676_10156422949325677,https://www.facebook.com/17110490676/posts/10156422949325677/,For lightweight hydration  gel formulas are your skin s BFF.
fitness,fitness,17110490676_10156421745860677,https://www.facebook.com/17110490676/posts/10156421745860677/,The Baby Foot exfoliation could pose problems for certain skin types. A dermatologist gives her take.
fitness,fitness,17110490676_10156421586555677,https://www.facebook.com/17110490676/posts/10156421586555677/,And they re all under $25!
fitness,fitness,17110490676_10156413710385677,https://www.facebook.com/17110490676/posts/10156413710385677/,You might have heard your fitness friends talking about counting their daily grams of macronutrients  but what is it really like to adopt the macro style of eating?
fitness,fitness,17110490676_10156407862820677,https://www.facebook.com/17110490676/posts/10156407862820677/,They taste delicious  and have some nutritious qualities—but be wary of added sugar.
fitness,fitness,17110490676_10156406669370677,https://www.facebook.com/17110490676/posts/10156406669370677/,SWEAT trainer Kelsey Wells demonstrates exercise progressions to help you safely perform a barbell back squat.
fitness,fitness,17110490676_10156399389015677,https://www.facebook.com/17110490676/posts/10156399389015677/,From fitness personalities and CrossFit athletes to doctors and dietitians  these women know a thing or two about extending the life of that post-workout high.
fitness,fitness,17110490676_10156366277570677,https://www.facebook.com/17110490676/posts/10156366277570677/,Headaches and migraines have a lot of similarities  but migraines have some very distinctive symptoms you should watch out for.
fitness,fitness,17110490676_10156328050295677,https://www.facebook.com/17110490676/posts/10156328050295677/,Minimize the pain of waxing with #9.
fitness,fitness,17110490676_10156308141335677,https://www.facebook.com/17110490676/posts/10156308141335677/,The best options for every skin type  according to Amazon shoppers.
fitness,fitness,17110490676_10156421390400677,https://www.facebook.com/17110490676/posts/10156421390400677/,No personal trainer? No problem. Here s how the GLOW actress got creative in a small-town gym.
fitness,fitness,17110490676_10156419717255677,https://www.facebook.com/17110490676/posts/10156419717255677/, It s a refreshing pick-me-up. 
fitness,fitness,17110490676_10156419433670677,https://www.facebook.com/17110490676/posts/10156419433670677/,Find out everything you could possibly want to know about using (and loving) your menstrual cup.
fitness,fitness,17110490676_10156337894460677,https://www.facebook.com/17110490676/posts/10156337894460677/,Is it possible to look forward to your commute? Yes  yes it is.
fitness,fitness,17110490676_10156327561670677,https://www.facebook.com/17110490676/posts/10156327561670677/,Is it selfish if this makes us feel better?
fitness,fitness,17110490676_10156423280880677,https://www.facebook.com/17110490676/posts/10156423280880677/,They taste delicious  and have some nutritious qualities—but be wary of added sugar.
fitness,fitness,17110490676_10156415105985677,https://www.facebook.com/17110490676/posts/10156415105985677/,This drugstore product has hundreds of perfect reviews. https://trib.al/4vAuGtH
fitness,fitness,17110490676_10156412537785677,https://www.facebook.com/17110490676/posts/10156412537785677/,Your gym s shower stalls have the ability to hurt you more than you might think! Here s why you should really consider investing in some flip-flops.
fitness,fitness,17110490676_10156410390480677,https://www.facebook.com/17110490676/posts/10156410390480677/,Plus  the truth about holding it in longer than you need to.
fitness,fitness,17110490676_10156404098715677,https://www.facebook.com/17110490676/posts/10156404098715677/,Move over  popsicles.
fitness,fitness,17110490676_10156335656055677,https://www.facebook.com/17110490676/posts/10156335656055677/,It can be a solution—but only if you do your research and do it right.
fitness,fitness,17110490676_10156327225815677,https://www.facebook.com/17110490676/posts/10156327225815677/,The anti-aging spray contains no parabens or artificial fragrance.
fitness,fitness,17110490676_10156316353015677,https://www.facebook.com/17110490676/posts/10156316353015677/,It apparently helps aid digestion.
fitness,fitness,17110490676_10156310324615677,https://www.facebook.com/17110490676/posts/10156310324615677/,Are you having fun?
fitness,fitness,17110490676_10156309713990677,https://www.facebook.com/17110490676/posts/10156309713990677/,Follow these tips to push through a sprint interval workout and learn how to recovery during and after your sprint training.
fitness,fitness,17110490676_10156299918935677,https://www.facebook.com/17110490676/posts/10156299918935677/,The magic is in your overall diet.
fitness,fitness,17110490676_10156418789820677,https://www.facebook.com/17110490676/posts/10156418789820677/,We combed through Amazon reviews.
fitness,fitness,17110490676_10156418683580677,https://www.facebook.com/17110490676/posts/10156418683580677/,Here s how to tell if skin conditions are something simple--or a sign of something serious.
fitness,fitness,17110490676_10156413014765677,https://www.facebook.com/17110490676/posts/10156413014765677/, I’ve learned there’s no one way to be an activist. 
fitness,fitness,17110490676_10156326802210677,https://www.facebook.com/17110490676/posts/10156326802210677/,Turns out  getting back in touch with your body doesn t require meditation  CBD  or crystals
fitness,fitness,17110490676_10156322214350677,https://www.facebook.com/17110490676/posts/10156322214350677/,Ben Bruno shares why he thinks people should stop obsessing over burpees.
fitness,fitness,17110490676_10156307046095677,https://www.facebook.com/17110490676/posts/10156307046095677/,Nutrition pros clean up the confusion about the healthy bacteria in probiotic drinks—and whether they re worth the investment.
fitness,fitness,17110490676_10156412575420677,https://www.facebook.com/17110490676/posts/10156412575420677/,Yes  you can skip flossing...as long as you do this first
fitness,fitness,17110490676_10156375047850677,https://www.facebook.com/17110490676/posts/10156375047850677/,If you ve browsed the dairy aisle recently  you may have noticed some fancy new milk products. Here s what you need to know.
fitness,fitness,17110490676_10156370616070677,https://www.facebook.com/17110490676/posts/10156370616070677/,A great blowout may just be one of life’s simplest pleasures. But what’s even better? A blowout that lasts longer than a day. Here  Drybar founder Alli Webb shares her top styling-saving tips.
fitness,fitness,17110490676_10156354662590677,https://www.facebook.com/17110490676/posts/10156354662590677/,Leaving your tampon in all day isn t the only way to contract TSS.
fitness,fitness,17110490676_10156330733360677,https://www.facebook.com/17110490676/posts/10156330733360677/,Good hair days *and* good for the Earth
fitness,fitness,17110490676_10156325473040677,https://www.facebook.com/17110490676/posts/10156325473040677/,Walnut exfoliants can be harsh on skin and can cause irritation and injuries  according to experts.
fitness,fitness,17110490676_10156311639860677,https://www.facebook.com/17110490676/posts/10156311639860677/,It s time to embark on a pleasure quest  courtesy of our Shape sexpert.
body_positive,Adios_barbie,25567278752_10156555757103753,https://www.facebook.com/25567278752/posts/10156555757103753/,Mexi-CAN-s!
body_positive,Adios_barbie,25567278752_10156490149003753,https://www.facebook.com/25567278752/posts/10156490149003753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156486018418753,https://www.facebook.com/25567278752/posts/10156486018418753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156552042573753,https://www.facebook.com/25567278752/posts/10156552042573753/,This!
body_positive,Adios_barbie,25567278752_10156517299608753,https://www.facebook.com/25567278752/posts/10156517299608753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156561409493753,https://www.facebook.com/25567278752/posts/10156561409493753/,All the feels right here. We must support the trans community in awesome ways like this neighbor.
body_positive,Adios_barbie,25567278752_10156585862623753,https://www.facebook.com/25567278752/posts/10156585862623753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156479699978753,https://www.facebook.com/25567278752/posts/10156479699978753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156554329068753,https://www.facebook.com/25567278752/posts/10156554329068753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156568968073753,https://www.facebook.com/25567278752/posts/10156568968073753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156585838758753,https://www.facebook.com/25567278752/posts/10156585838758753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156561416573753,https://www.facebook.com/25567278752/posts/10156561416573753/,Resist.
body_positive,Adios_barbie,25567278752_10156529452148753,https://www.facebook.com/25567278752/posts/10156529452148753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156500149798753,https://www.facebook.com/25567278752/posts/10156500149798753/, The program  known as the Colorado Family Planning Initiative  provides intrauterine devices (IUDs) or implants at little to no cost for low-income women at family planning clinics in Colorado. It contributed to a 40 percent drop in Colorado s teen birth rate and a 42 percent drop in the state s teen abortion rate between 2009 and 2013  according to state data reported by the New York Times s Sabrina Tavernise. 
body_positive,Adios_barbie,25567278752_10156505582308753,https://www.facebook.com/25567278752/posts/10156505582308753/,Every once in a while we need good news.
body_positive,Adios_barbie,25567278752_10156505311733753,https://www.facebook.com/25567278752/posts/10156505311733753/, Under North Carolina law  women cannot legally revoke their consent to engage in sexual intercourse once that act has consensually begun  thanks to a  loophole  afforded by the state s Supreme Court. For women in the state  this has meant that being physically forced to  finish  a sexual encounter involves little to no legal recourse  especially compared to other forms of assault. 
body_positive,Adios_barbie,25567278752_10156588340313753,https://www.facebook.com/25567278752/posts/10156588340313753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156500161908753,https://www.facebook.com/25567278752/posts/10156500161908753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156599570518753,https://www.facebook.com/25567278752/posts/10156599570518753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156573162703753,https://www.facebook.com/25567278752/posts/10156573162703753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156542042303753,https://www.facebook.com/25567278752/posts/10156542042303753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156568500663753,https://www.facebook.com/25567278752/posts/10156568500663753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156519279843753,https://www.facebook.com/25567278752/posts/10156519279843753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156524168058753,https://www.facebook.com/25567278752/posts/10156524168058753/,Right on!  On Monday  the Senate passed the CROWN Act (Create a Respectful and Open Workplace for Natural Hair) which will ban discrimination against employees based off their hairstyle. 
body_positive,Adios_barbie,25567278752_10156524264853753,https://www.facebook.com/25567278752/posts/10156524264853753/,“The trailer looks to give Kate Kane her own narrative of romance and revenge  one so many heteros have been afforded (mostly men) time and time again ” Bendix told NBC News in an email. “Seeing Batwoman in action as a convincingly queer hero is groundbreaking and I’m psyched for the show.”
body_positive,Adios_barbie,25567278752_10156481326853753,https://www.facebook.com/25567278752/posts/10156481326853753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156592138403753,https://www.facebook.com/25567278752/posts/10156592138403753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156592264483753,https://www.facebook.com/25567278752/posts/10156592264483753/,Yes! Someone finally said it.
body_positive,Adios_barbie,25567278752_10156552283833753,https://www.facebook.com/25567278752/posts/10156552283833753/,Amen to that.
body_positive,Adios_barbie,25567278752_10156505300628753,https://www.facebook.com/25567278752/posts/10156505300628753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156563637068753,https://www.facebook.com/25567278752/posts/10156563637068753/,About Sudan ...
body_positive,Adios_barbie,25567278752_10156578444568753,https://www.facebook.com/25567278752/posts/10156578444568753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156561027213753,https://www.facebook.com/25567278752/posts/10156561027213753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156559716408753,https://www.facebook.com/25567278752/posts/10156559716408753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156556576218753,https://www.facebook.com/25567278752/posts/10156556576218753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156510066758753,https://www.facebook.com/25567278752/posts/10156510066758753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156532018168753,https://www.facebook.com/25567278752/posts/10156532018168753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156524288358753,https://www.facebook.com/25567278752/posts/10156524288358753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156563332868753,https://www.facebook.com/25567278752/posts/10156563332868753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156584965608753,https://www.facebook.com/25567278752/posts/10156584965608753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156558794408753,https://www.facebook.com/25567278752/posts/10156558794408753/,This is what an ally looks like. For every person overrepresented their is someone underrepresented.
body_positive,Adios_barbie,25567278752_10156462185058753,https://www.facebook.com/25567278752/posts/10156462185058753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156534370148753,https://www.facebook.com/25567278752/posts/10156534370148753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156592034908753,https://www.facebook.com/25567278752/posts/10156592034908753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156573605343753,https://www.facebook.com/25567278752/posts/10156573605343753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156568986098753,https://www.facebook.com/25567278752/posts/10156568986098753/,This breaks my heart  but I refuse to let it harden. Eric Garner did not die of  obesity   he died at the hands of officers who held him down to the point where he couldn t breathe. Following that logic  those who have problems breathing due to asthma  COPD  Sinus issues  Pulmonary edema  etc. cause their own deaths when police kill them with excessive use of force? No one should be blamed for their death because of their size or health condition. No. One. #fatphobia #fatdiscrimination #fatoppression
body_positive,Adios_barbie,25567278752_10156496138563753,https://www.facebook.com/25567278752/posts/10156496138563753/, There is no such thing as consensual rape. 
body_positive,Adios_barbie,25567278752_10156477151993753,https://www.facebook.com/25567278752/posts/10156477151993753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156557184998753,https://www.facebook.com/25567278752/posts/10156557184998753/,I love John Stewart  and let s not forget the first responders who testified emotionally as well.
body_positive,Adios_barbie,25567278752_10156584957603753,https://www.facebook.com/25567278752/posts/10156584957603753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156555734383753,https://www.facebook.com/25567278752/posts/10156555734383753/,Ya think?
body_positive,Adios_barbie,25567278752_10156532507683753,https://www.facebook.com/25567278752/posts/10156532507683753/,This is BS.
body_positive,Adios_barbie,25567278752_10156457012098753,https://www.facebook.com/25567278752/posts/10156457012098753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156597749083753,https://www.facebook.com/25567278752/posts/10156597749083753/,Ojo in Spanish means  eye  as in the body part that sees.  It also means  watch out.  Like literally  watch   outward.  Journalists do this work for so many of us. We need to have their backs and  watch out  by being aware of what is happening to them.
body_positive,Adios_barbie,25567278752_10156498139958753,https://www.facebook.com/25567278752/posts/10156498139958753/,Any other things you can think of? ...
body_positive,Adios_barbie,25567278752_10156555730918753,https://www.facebook.com/25567278752/posts/10156555730918753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156555742143753,https://www.facebook.com/25567278752/posts/10156555742143753/,Any movement that challenges the status quo is a national threat.
body_positive,Adios_barbie,25567278752_10156554230963753,https://www.facebook.com/25567278752/posts/10156554230963753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156531911278753,https://www.facebook.com/25567278752/posts/10156531911278753/,😆!
body_positive,Adios_barbie,25567278752_10156488586008753,https://www.facebook.com/25567278752/posts/10156488586008753/,This is America. We must fight back.
body_positive,Adios_barbie,25567278752_10156524549383753,https://www.facebook.com/25567278752/posts/10156524549383753/,Make s me want to sing   I left my heart in San Francisco. 
body_positive,Adios_barbie,25567278752_10156561420663753,https://www.facebook.com/25567278752/posts/10156561420663753/,Eating disorders do not discriminate. All races and bodies are at risk of eating disorders from Binge eating  to bulimia  to anorexia. The skinny myth around anorexia must end we have stop centering it as the face of ED.  #NEDA
body_positive,Adios_barbie,25567278752_10156555730198753,https://www.facebook.com/25567278752/posts/10156555730198753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156561706318753,https://www.facebook.com/25567278752/posts/10156561706318753/,#ecofeminism #environmentjustice #savetheplantandourlives
body_positive,Adios_barbie,25567278752_10156536689443753,https://www.facebook.com/25567278752/posts/10156536689443753/,🤦🏽‍♀️
body_positive,Adios_barbie,25567278752_10156519188378753,https://www.facebook.com/25567278752/posts/10156519188378753/,😨
body_positive,Adios_barbie,25567278752_10156582660328753,https://www.facebook.com/25567278752/posts/10156582660328753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156568456008753,https://www.facebook.com/25567278752/posts/10156568456008753/,So much happiness. Love Porter and Colbert almost as much as Cranston and Colbert.
body_positive,Adios_barbie,25567278752_10156524204418753,https://www.facebook.com/25567278752/posts/10156524204418753/,People often ask me how I change minds. The minds of parents from other countries. The minds of men they love. The minds of the people I encounter who hold opposite beliefs as me. I usually tell them  one bit at a time and with love and kindness  This says it so much better.
body_positive,Adios_barbie,25567278752_10156544777013753,https://www.facebook.com/25567278752/posts/10156544777013753/,Absolutely!
body_positive,Adios_barbie,25567278752_10156557186393753,https://www.facebook.com/25567278752/posts/10156557186393753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156592198808753,https://www.facebook.com/25567278752/posts/10156592198808753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156568482803753,https://www.facebook.com/25567278752/posts/10156568482803753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156531599328753,https://www.facebook.com/25567278752/posts/10156531599328753/,😭🙌🏽
body_positive,Adios_barbie,25567278752_10156552173713753,https://www.facebook.com/25567278752/posts/10156552173713753/,Happy Monday! Check out Dani Donovan’s important tips on how to email like a boss!!
body_positive,Adios_barbie,25567278752_10156556281538753,https://www.facebook.com/25567278752/posts/10156556281538753/,Totally serious Wednesday morning fun.
body_positive,Adios_barbie,25567278752_10156506912308753,https://www.facebook.com/25567278752/posts/10156506912308753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156496164003753,https://www.facebook.com/25567278752/posts/10156496164003753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156556593533753,https://www.facebook.com/25567278752/posts/10156556593533753/,Chills. Just found out my best friend and her sisters were the first Catholic altar girls in the US. So proud of those who have opened doors for the rest of us.
body_positive,Adios_barbie,25567278752_10156598353218753,https://www.facebook.com/25567278752/posts/10156598353218753/,RIP Luis Alvarez.
body_positive,Adios_barbie,25567278752_10156505577733753,https://www.facebook.com/25567278752/posts/10156505577733753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156495026223753,https://www.facebook.com/25567278752/posts/10156495026223753/,The hypocrisy ...
body_positive,Adios_barbie,25567278752_10156592215238753,https://www.facebook.com/25567278752/posts/10156592215238753/,Some more good news. #adiostrump
body_positive,Adios_barbie,25567278752_10156569085573753,https://www.facebook.com/25567278752/posts/10156569085573753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156528822308753,https://www.facebook.com/25567278752/posts/10156528822308753/,👏🏽
body_positive,Adios_barbie,25567278752_10156598313243753,https://www.facebook.com/25567278752/posts/10156598313243753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156498141778753,https://www.facebook.com/25567278752/posts/10156498141778753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156573592208753,https://www.facebook.com/25567278752/posts/10156573592208753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156594557563753,https://www.facebook.com/25567278752/posts/10156594557563753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156557182628753,https://www.facebook.com/25567278752/posts/10156557182628753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156504812618753,https://www.facebook.com/25567278752/posts/10156504812618753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156559716713753,https://www.facebook.com/25567278752/posts/10156559716713753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156598387653753,https://www.facebook.com/25567278752/posts/10156598387653753/,The best predictor of future behavior is past behavior. At the same time  we believe we shouldn t hold people to their past choices if there present actions indicate otherwise. Context is key. And...as one visitor pointed out this is indeed a biased piece. All that said it is a must read worth investigating. We will be sharing criticisms candidates to inform you to make your own choices #dumptrump #adiostrump
body_positive,Adios_barbie,25567278752_10156524225993753,https://www.facebook.com/25567278752/posts/10156524225993753/,#RepresentationMatters  While everyone loves a good mystery  what makes this podcast (and TV series) truly groundbreaking is that all the indigenous characters are voiced by indigenous actors  and Alaska Native voices are featured across the production  including in story development and creative direction. The theme song  which is featured in the PBS KIDS series and podcast  is sung by members of the Yupik Alaska Native band Pamyua  with music from Gwich’in fiddler Brennan Firth. 
body_positive,Adios_barbie,25567278752_10156535679803753,https://www.facebook.com/25567278752/posts/10156535679803753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156527472693753,https://www.facebook.com/25567278752/posts/10156527472693753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156597520443753,https://www.facebook.com/25567278752/posts/10156597520443753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156580234653753,https://www.facebook.com/25567278752/posts/10156580234653753/,We are colonizing other cultures with our thin ideal. But this wasn t always so. REally wonderful video.
body_positive,Adios_barbie,25567278752_10156492722868753,https://www.facebook.com/25567278752/posts/10156492722868753/,❤❤❤
body_positive,Adios_barbie,25567278752_10156476938178753,https://www.facebook.com/25567278752/posts/10156476938178753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156582610363753,https://www.facebook.com/25567278752/posts/10156582610363753/,Feeling helpless seeing immigrant children detained like animals on your Facebook feed? What about the  raids  that are promised to happen?
body_positive,Adios_barbie,25567278752_10156500165543753,https://www.facebook.com/25567278752/posts/10156500165543753/,Trigger Warning: video shows graphic violence against a person.   Just know this:   According to a Human Rights Campaign report last year  at least 128 transgender people were killed in the U.S. from 2013 to 2018. Almost 90% of them were women  about 80% were women of color  and almost 70% were black women. Nearly two-thirds of the transgender people died from gun violence. 
body_positive,Adios_barbie,25567278752_10156565787598753,https://www.facebook.com/25567278752/posts/10156565787598753/,Happy Father s Day! Image via Instagram @motherprojectofficial.
body_positive,Adios_barbie,25567278752_10156541950013753,https://www.facebook.com/25567278752/posts/10156541950013753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156525514808753,https://www.facebook.com/25567278752/posts/10156525514808753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156552279838753,https://www.facebook.com/25567278752/posts/10156552279838753/, This award is for every kid who is watching tonight who has a disability  who has a limitation  who has a challenge  who has been waiting to see themselves represented in this arena. You are. 
body_positive,Adios_barbie,25567278752_10156594568793753,https://www.facebook.com/25567278752/posts/10156594568793753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156592098088753,https://www.facebook.com/25567278752/posts/10156592098088753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156524218668753,https://www.facebook.com/25567278752/posts/10156524218668753/,Lift while you climb.
body_positive,Adios_barbie,25567278752_10156486018748753,https://www.facebook.com/25567278752/posts/10156486018748753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156598350383753,https://www.facebook.com/25567278752/posts/10156598350383753/,Burn your bra!! But first take off the fasteners and send them to this organization so they can help mend sea turtle shells. #sustainability #ecofeminism
body_positive,Adios_barbie,25567278752_10156552282263753,https://www.facebook.com/25567278752/posts/10156552282263753/,The Catholic church gives good Catholics a very bad name.
body_positive,Adios_barbie,25567278752_10156505308998753,https://www.facebook.com/25567278752/posts/10156505308998753/,A relative posted this. I m reposting so that we all are aware of the  argument  against  My body  my choice. 
body_positive,Adios_barbie,25567278752_10156577730303753,https://www.facebook.com/25567278752/posts/10156577730303753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156563638903753,https://www.facebook.com/25567278752/posts/10156563638903753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156560892948753,https://www.facebook.com/25567278752/posts/10156560892948753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156513049418753,https://www.facebook.com/25567278752/posts/10156513049418753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156556783968753,https://www.facebook.com/25567278752/posts/10156556783968753/,Adios Barbie
body_positive,Adios_barbie,25567278752_10156524340633753,https://www.facebook.com/25567278752/posts/10156524340633753/,🙌🏽🙌🏽🙌🏽
body_positive,Adios_barbie,25567278752_10156599932783753,https://www.facebook.com/25567278752/posts/10156599932783753/,So excited about this list!
body_positive,Adios_barbie,25567278752_10156542896403753,https://www.facebook.com/25567278752/posts/10156542896403753/,🤯🤯🤯
